技名,キャンセル,ダメージ,ガード,発生,持続,硬直,全体,ヒット硬直差,DRヒット硬直差,ガード硬直差,DRガード硬直差,無敵,備考
中流酔拳,CA,400,上,16,2,24,41,-1,,-6,,,
中流酔拳＞→P,,400,上,16,2,28,45,-3,,-11,,,
中流酔拳＞→P＞→P,,600,上,16,2,30,47,D,,-15,,,
強流酔拳,CA,450,上,19,2,24,44,-1,,-6,,,
強流酔拳＞→P,,450,上,19,2,28,48,-3,,-9,,,
強流酔拳＞→P＞→P,,650,上,19,2,30,50,D,,-13,,,
OD流酔拳,CA,450,上,13,2,24,38,±0,,-3,,,
OD流酔拳＞→P,,450,上,13,2,28,42,-3,,-9,,,
OD流酔拳＞→P＞→P,,750,上,13,2,30,44,D,,-13,,,
弱流酔拳（Lv4）,CA,400,上,13,2（9）3,19,45,+1,,-3,,,
弱流酔拳＞→P（Lv4）,,450,上,15,2（5）2,27,50,-2,,-10,,,
弱流酔拳＞→P＞→P（Lv4),,750,上,16,2(4)2(14)3,28,68,D,,-14,,,
中流酔拳（Lv4）,CA,500,上,16,2（9）3,19,48,+1,,-3,,,
中流酔拳＞→P（Lv4）,,450,上,15,2（5）2,27,50,-2,,-10,,,
中流酔拳＞→P＞→P（Lv4),,750,上,16,2(4)2(14)3,28,68,D,,-14,,,
強流酔拳（Lv4）,CA,600,上,19,2（9）3,19,51,+1,,-3,,,
強流酔拳＞→P（Lv4）,,450,上,15,2（5）2,27,50,-2,,-10,,,
弱流酔拳＞→P＞→P（Lv4),,750,上,16,2(4)2(14)3,28,68,D,,-14,,,
OD流酔拳（Lv4）,CA,600,上,13,2（9）3,19,45,+3,,-3,,,
OD流酔拳＞→P（Lv4）,,500,上,15,2（5）2,27,50,-2,,-10,,,
OD流酔拳＞→P＞→P（Lv4),,850,上,16,2(4)2(14)3,28,68,D,,-14,,,
弱流酔拳＞→K,,250,上,14,2,32,47,-7,,-15,,,
弱流酔拳＞→K＞→K,,450,上,18,2,64,83,D,,-49,,,
中流酔拳＞→K,,300,上,17,2,32,50,-7,,-15,,,
中流酔拳＞→K＞→K,,500,上,21,2,64,86,D,,-49,,,
強流酔拳＞→K,,300,上,20,2,32,53,-7,,-15,,,
強流酔拳＞→K＞→K,,550,上,24,2,64,89,D,,-49,,,
OD流酔拳＞→K,,350,上,14,2,32,47,-7,,-15,,,
OD流酔拳＞→K＞→K,,600,上,18,2,64,83,D,,-49,,,
弱酔疾歩,CA,900,上,17,9,17,42,D,,-6,,,
中酔疾歩,CA,1000,上,20,9,17,45,D,,-6,,,
強酔疾歩,CA,1200,上,25,9,17,50,D,,-5,,,
OD酔疾歩,CA,1100,上,20,9,15,43,D,,-1,,,
各酔疾歩＞→P（Lv4）,CA,900,上,19,3,39,60,D,,-23,,,
弱張弓腿,,1000,上,6,7,54,66,D,,-44,,,
中張弓腿,,1200,上,8,7,53,67,D,,-43,,,
強張弓腿,,1400,上,10,7,53,69,D,,-43,,,
OD張弓腿,,1500,上,6,7,53,65,D,,-43,,1～10F無敵,
無影蹴（Lv1～）,,1000,上,11,1（2）着地まで,,,D,,-5,,,
OD無影蹴（Lv1～）,,800,上,11,1（2）着地まで,,,D,,-4,,,
弱爆廻（Lv2～）,CA,1400,上,18,2（2）3（4）2（11）2,24,67,D,,-12,,3Fから弾無敵,
中爆廻（Lv2～）,CA,1600,上,22,2（1）2（3）2（5）2（12）2（5）2,31,90,D,,-16,,4Fから弾無敵,
強爆廻（Lv2～）,CA,1800,上,26,2（6）2（6）2（6）2（13）2（7）2（15）2,32,124,D,,-17,,5Fから弾無敵,
OD爆廻（Lv2～）,CA,2000,上,21,3（3）2（8）2（3）2（7）2（7）2（12）2（11）2（4）2（4）2,62,162,D,,-46,,3Fから弾無敵,
点辰（Lv3～）,,,投げ,8,2,52,61,+8,,,,,
OD点辰（Lv3～）,,650,投げ,8,2,52,61,+86,,,,,
武麗禽,,2100,上,10,3(6)5(6)2(7)2(7)2(6)2(6)2(6)2(29)2(9)2(6)2(5)2,74,204,D,,-60,,1F無敵2～12F打撃無敵,
絶唱魔身,,,,1,,5,6,,,,,,
月牙叉炮,,2600,上,10,3（13）3,42,70,D,,-27,,1～12F無敵,ヒット後追撃可能、体力25％以下で性能アップ（ダメージ4500、追撃は不可）
